Id,Character,MeanLong,JlptLevel,Meaning,StrokeCount,Freq,AllRebs
31830,件,"Món đồ. Tục gọi một món đồ đựng trong một cái bồ hay cái sọt là một kiện [件]. Như bưu kiện [郵件] đồ vật gửi theo đường bưu điện.##Một vật,một việc. Như sự kiện [事件] việc xảy ra.##Phân biệt,phân biệt cái này cái khác.",N3,KIỆN,6,212,ケン | くだん
31831,倹,Tiết kiệm,N1,KIỆM,10,2479,ケン | つづまやか つましい
31832,倦,"Mỏi mệt. Nguyễn Du [阮攸] : Đồ trường tê quyện mã [途長嘶倦馬] (Hà Nam đạo trung khốc thử [河南道中酷暑]) Đường dài,ngựa mệt hí vang.,QUYỆN",N1,,11,2513,ケン | あきる あぐねる あぐむ うむ つかれる
31833,健,"Khỏe. Như dũng kiện [勇健] khỏe mạnh,kiện mã [健馬] ngựa khỏe.##Khỏe khoắn. Như khang kiện [康健] sức vóc khỏe khoắn.",N1,KIỆN,11,572,ケン | すこやか
31834,兼,"Gồm. Như kiêm quản [兼管] gồm coi,kiêm nhân [兼人] một người làm việc gồm cả việc của hai người. Tục viết là [蒹].",N1,KIÊM,10,1164,ケン | かねる -かねる
31835,券,"Khoán,tức như cái giấy hợp đồng bây giờ,mỗi bên giữ một cái giấy để làm bằng cứ. Phàm văn tự để làm tin đều gọi là khoán.##Khoán là cái bằng cứ để lấy đồ,cho nên sự tính được tất thành gọi là thao khoán [操券] nghĩa là tất được vậy.",N2,KHOÁN,8,583,ケン
31836,剣,Thanh kiếm,N1,KIẾM,10,1305,ケン | つるぎ
31837,元,"Mới. Đầu năm vua mới lên ngôi gọi là nguyên niên [元年] năm đầu (thứ nhất). Nửa chừng muốn đổi niên hiệu khác,cũng gọi là cải nguyên [改元]. Lịch tây,lấy năm chúa Gia Tô giáng sinh,để ghi số năm,nên gọi năm ấy là kỷ nguyên [紀元],nghĩa là số một bắt đầu từ đấy.##Phàm đầu số gì cũng gọi là nguyên. Như tháng giêng gọi là nguyên nguyệt [元月],ngày mồng một gọi là nguyên nhật [元日].##To lớn. Như là nguyên lão [元老] già cả. Nước lập hiến có nguyên lão viện [元老院] để các bực già cả tôn trọng dự vào bàn việc nước.##Cái đầu. Như dũng sĩ bất vong táng kỳ nguyên [勇士不忘喪其元] kẻ sĩ mạnh thường nghĩ chết mất đầu cũng không sợ. Vì thế người đại biểu cả một nước gọi là nguyên thủ [元首]. Phàm người thứ nhất đều gọi là nguyên. Như trạng nguyên [狀元] kẻ thi đỗ đầu khoa thi đình.##Nguyên nguyên [元元] trăm họ,dân đen gọi là lê nguyên [黎元].##Nhà tu đạo cho trời,đất,nước là tam nguyên [三元] tức là ba cái có trước vậy.##Phép lịch cũ định ngày rằm tháng giêng là thượng nguyên [上元],rằm tháng bảy là trung nguyên [中元],rằm tháng mười gọi là hạ nguyên [下元],gọi là ba ngày nguyên. Như thượng nguyên giáp tý [上元甲子],hạ nguyên giáp tý [下元甲子],v.v.##Nhà Nguyên [ [元],giống ở Mông Cổ [蒙古] vào lấy nước Tàu,nối đời làm vua hồi năm 1275.  Đồng,tục thường dùng chữ nguyên (cũng như chữ viên 圓) để gọi tên tiền. Như ngân nguyên [銀元] đồng bạc.  Tên húy vua nhà Thanh [清] là Huyền [玄],nên sách vở in về đời ấy đều lấy chữ nguyên [ [元] thay chữ huyền [玄].",N4,NGUYÊN,4,192,ガン ゲン | もと
31838,乎,"Vậy,ôi,ư,rư ! Nhời nói có ý nghi hoặc. Như quân tử giả hồ [君子者乎] quân tử ấy ư ?##Tiếng gọi. Như Sâm hồ [參乎],người Sâm kia ơi !##Nhời nói tán thán. Như nguy nguy hồ [巍巍乎] cao vòi vọi vậy ôi !,tất dã chánh danh hồ ! [必也正名乎] ắt vậy phải chánh cái danh vậy ôi !##Chưng. Như sở cầu hồ tử [所求乎子] cầu chưng đạo làm con.##Một âm là hô. Nhời sót thương. Như [於] cùng nghĩa với chữ hô [呼].,HỒ, HÔ",N1,,5,2514,オ コ | ああ か かな や よ を
31839,個,Tục dùng như chữ  cá  [箇]. Dị dạng của chữ 个,N2,CÁ,10,451,カ コ
31840,五,"Năm,tên số đếm.",N5,NGŨ,4,31,ゴ | いつ いつつ
31841,互,"Đắp đổi,hai bên cùng thay đổi với nhau. Như hỗ trợ [互助] giúp đỡ lẫn nhau.",N3,HỖ,4,914,ゴ | かたみに たがい
31842,伍,"Hàng ngũ,năm người lính sắp một hàng gọi là ngũ. Như hàng ngũ [行伍] lính xếp thành hàng,chỉ quân đội.##Bằng hàng. Như Hán Hàn Tín giáng tước vi hầu,tự tàm dữ Khoái đẳng ngũ [漢韓信降爵為侯自慚與噲等伍] Hàn Tín bị giáng xuống tước hầu,phải bằng hàng với bọn Phàn Khoái tự lấy làm thẹn.##Năm,cũng như chữ ngũ [五] tục gọi là chữ ngũ kép,dùng để viết tờ bồi cho khỏi chữa đi được.",N1,NGŨ,6,1881,ゴ | いつつ
31843,午,"Chi Ngọ,chi thứ bảy trong 12 chi. Từ 11 giờ sáng đến 1 giờ chiều là giờ Ngọ.##Giữa trưa,gần trưa gọi là thượng ngọ [上午],quá trưa gọi là hạ ngọ [下午].##Giao. Như bàng ngọ [傍午] bày đặt ngổn ngang.##Lịch cũ tính sao đẩu đến tháng năm thì chỉ về ngọ,nên tháng năm gọi là ngọ nguyệt [午月],mồng năm tháng năm là tết đoan ngọ [端午]. Ta thường quen gọi là tết đoan ngũ vì thế.",N5,NGỌ,4,154,ゴ | うま
31844,乞,"Xin. Như khất thực [乞食] xin ăn. Nguyễn Du [阮攸 ] : Vân thị thành ngoại lão khất tử [云是城外老乞子] (Thái Bình mại ca giả [太平賣歌者]) Nói rằng đó là ông lão ăn mày ở ngoại thành.##Một âm là khí. Cho,lấy đồ của mình cho người gọi là khí (chữ này ít dùng).,KHẤT, KHÍ",N1,,3,2478,キ キケ キツ コチ コツ | こう
31845,交,"Chơi. Như giao du [交遊] đi lại chơi bời với nhau,tri giao [知交] chỗ chơi tri kỷ,giao tế [交際] hai bên lấy lễ mà giao tiếp với nhau,giao thiệp [交涉] nhân có sự quan hệ về việc công,bang giao [邦交] nước này chơi với nước kia,ngoại giao [外交] nước mình đối với nước ngoài.##Liền tiếp. Như đóng cây chữ thập [十],chỗ ngang dọc liên tiếp nhau gọi là giao điểm [交點].##Có mối quan hệ với nhau. Như tờ bồi giao ước với nhau gọi là giao hoán [交換],mua bán với nhau gọi là giao dịch [交易].##Nộp cho. Như nói giao nộp tiền lương gọi là giao nạp [交納].##Cùng. Như giao khẩu xưng dự [交口稱譽] mọi người cùng khen.##Khoảng. Như xuân hạ chi giao [春夏之交] khoảng cuối xuân đầu hè.##Phơi phới. Như giao giao hoàng điểu [交交黃鳥] phơi phới chim vàng anh (tả hình trạng con chim bay đi bay lại).##Dâm dục. Giống đực giống cái dâm dục với nhau gọi là giao hợp [交合],là giao cấu [交媾],v.v.",N3,GIAO,6,178,コウ | -かう かわす かわす こもごも まざる まじる まぜる まじえる まじる まじわる
31846,佼,"Đẹp,duyên dáng. Như giảo nhân [佼人] người đẹp,cũng như mỹ nhân [美人] hay giai nhân [佳人]. Thông dụng chữ [姣].,GIẢO",N1,,8,2515,キョウ コウ | うつくしい こうす
31847,侯,"Tước hầu. Các nhà đế vương đặt ra năm tước để phong cho bầy tôi,tước hầu là tước thứ hai trong năm tước : công,hầu,bá,tử,nam [公侯伯子男]. Đời phong kiến,thiên tử phong họ hàng công thần ra làm vua các xứ,gọi là vua chư hầu,đời sau nhân thế,mượn làm tiếng gọi các quan sang. Như quân hầu [君侯],ấp hầu [邑侯],v.v.##Bui,dùng làm lời phát ngữ như chữ duy [唯].##Cái đích bắn,tấm vải căng dài mười thước,trong vẽ cái đích cho kẻ thi bắn,gọi là hầu,có khi viết là [矦].",N1,HẦU,9,2363,コウ
31848,候,"Dò ngóng. Như vấn hậu [問候] tìm hỏi thăm bạn,trinh hậu [偵候] dò xét,đều là cái ý nghĩa lặng đợi dò xét cả.##Chực. Như đẳng hậu [等候] chờ chực.##Khí hậu. Phép nhà lịch cứ năm ngày gọi là một hậu,ba hậu là một khí tiết,vì thế nên tóm gọi thì tiết giời là khí hậu [氣候],tiết hậu [節候],v.v.##Cái tình trạng của sự vật gì cũng gọi là hậu. Như hỏa hậu [火候] thế lửa,chứng hậu [症候] tình thế,chứng bệnh.",N3,HẬU,10,510,コウ | そうろう
31849,倖,May. Như kiểu hãnh [僥倖] cầu may. Cũng cùng nghĩa như chữ hạnh [幸] may.,N1,HÃNH,10,2516,コウ | さいわい しあわせ
31850,光,"Sáng. Các nhà khoa học bây giờ nghiên cứu cái nguyên lý về bóng sáng,chất sáng gọi là môn quang học [光學].##Vẻ vang. Như quang lâm [光臨],quang giáng [光降] người ta tới đến mình là vẻ vang cho mình.##Rực rỡ. Như quan quang thượng quốc [觀光上國] xem cái văn minh của nước giỏi. Như đã đọa vào nơi tối tăm lại khôi phục lại rực rỡ,đã thua mất thành mất nước lại đánh lấy lại được gọi là quang phục [光復].##Bóng,vật gì mài giũa kỹ sáng bóng gọi là quang.##Hết nhẵn.",N3,QUANG,6,527,コウ | ひかる ひかり
31851,公,"Công,không tư túi gì,gọi là công. Như công bình [公平] không nghiêng về bên nào,công chính [公正] thẳng thắn không thiên lệch,v.v.##Chung,sự gì do mọi người cùng đồng ý gọi là công. Như công cử [公舉] do đám đông đưa lên,dân chúng cử lên,công nhận [公認] mọi người đều cho là đúng,v.v.##Cùng chung. Như công chư đồng hiếu [公著同好] để đời cùng thích chung.##Của chung. Như công sở [公所] sở công,công sản [公產] của chung,v.v.##Việc quan. Như công khoản [公款] khoản công,công sự [公事] việc công.##Quan công. Ngày xưa đặt quan Thái Sư [太師],Thái Phó [太傅],Thái Bảo [太保] là tam công [三公].##Tước công,tước to nhất trong năm tước công hầu bá tử nam [公侯伯子男].##Bố chồng.##Ông,tiếng người này gọi người kia.##Con đực. Trong loài muông nuôi,con đực gọi là công [公],con cái gọi là mẫu [母].",N4,CÔNG,4,118,ク コウ | おおやけ
31852,功,"Việc. Như nông công [農功] việc làm ruộng.##Công hiệu.##Công lao. Như công huân [功勳],công nghiệp [功業],v.v.##Đồ gì làm khéo tốt cũng gọi là công.##Lễ tang,để tang chín tháng gọi là đại công [大功],để tang năm tháng gọi là tiểu công [小功].",N1,CÔNG,5,857,ク コウ | いさお
31853,効,Công hiệu. Tục dùng như chữ [效].,N2,HIỆU,8,538,コウ | きく ききめ ならう
31854,勾,"Cong. Câu cổ [勾股] tên riêng của khoa học tính. Đo hình tam giác,đường ngang gọi là câu [勾],đường dọc gọi là cổ [股].##Ngoặc đi. Ngoặc bỏ đoạn mạch trong văn bài đi gọi là câu. Như nhất bút câu tiêu [一筆勾消] ngoặc một nét bỏ đi.##Móc lấy. Như câu dẫn [勾引] dụ đến. Nay dùng nghĩa như chữ bộ [捕] (bắt) là do ý ấy. Như câu nhiếp [勾攝] dụ bắt.,CÂU",N1,,4,2517,ク コウ | かぎ まがる
31855,剛,"Cứng,bền. Cố chấp không nghe ai can gọi là cương phức [剛愎].##Vừa gặp. Như cương phùng [剛逢] vừa gặp,cương quá [剛過] vừa qua.",N1,CƯƠNG,10,1576,ゴウ
31856,劫,"Cướp lấy. Như kiếp lược [劫掠] cướp đoạt.##Ăn hiếp. Như kiếp chế [劫制] bắt ép.##Số kiếp,đời kiếp,âm tiếng Phạn là kiếp ba [劫波]. Tính từ lúc người ta thọ được 84 000 tuổi,trải qua một trăm năm,lại giảm đi một tuổi,giảm mãi cho đến lúc chỉ còn thọ được có mười tuổi,rồi cứ một trăm năm tăng thêm một tuổi,tăng cho đến 84 000 tuổi,trong một thời gian tăng giảm như thế gọi là một tiểu kiếp [小劫]. Hai mươi lần tăng giảm như thế gọi là trung kiếp [中劫]. Trải qua bốn trung kiếp thành,trụ,hoại,không là một đại kiếp [大劫] (tức là 80 tiểu kiếp). Tục quen viết là [刦,刧,刼].,KIẾP",N1,,7,2518,キョウ コウ ゴウ | おびやかす
31857,克,"Hay. Như bất khắc thành hành [不克成行] không hay đi được.##Được,đánh được gọi là khắc. Như khắc phục [克復] lấy lại được chỗ đất đã mất. Như khắc kỉ phục lễ [克己復禮] đánh đổ lòng muốn xằng của mình để lấy lại lễ. Các nhà buôn bán giảm giá hàng cũng gọi là khắc kỉ.##Hiếu thắng. Như kị khắc [忌克] ghen ghét người,thích hơn người.##Giản thể của chữ [剋].",N1,KHẮC,7,1333,コク | かつ
31858,刻,"Khắc,lấy dao chạm trổ vào cái gì gọi là khắc. Nguyễn Trãi [阮廌] : Bi khắc tiển hoa ban  [碑刻蘚花斑] (Dục Thúy sơn [浴翠山]) Bia khắc đã lốm đốm rêu.##Thời khắc. Ngày xưa dùng cái gáo đồng,giữa châm một lỗ để nước dần dần rỏ xuống,để định thời giờ,gọi là khắc lậu [刻漏]. Theo đồng hồ bây giờ định cứ mười lăm phút là một khắc,bốn khắc là một giờ.##Ngay tức thì. Như lập khắc [立刻] lập tức.##Bóc lột. Như khắc bác [刻剝] bóc lột của người.##Sâu sắc. Như hà khắc [苛刻] xét nghiệt ngã,khắc bạc [刻薄] cay nghiệt,v.v.",N3,KHẮC,8,866,コク | きざみ きざむ
31859,今,"Nay,hiện nay,bây giờ gọi là kim [今].",N5,KIM,4,49,キン コン | いま
31860,些,"Ít. Như nhất ta [一些] một ít.##Một âm là tá. Dùng làm trợ ngữ,dùng ở cuối câu thơ thương cảm.,TA, TÁ",N1,,8,2519,サ シャ | いささか ちっと ちと
31861,佐,"Giúp. Như phụ tá [輔佐] giúp đỡ.##Phụ giúp,phó,thứ hai. Như huyện tá [縣佐] chức quan giúp việc quan huyện.",N1,TÁ,7,474,サ
31862,債,Nợ. Như phụ trái [負債] mang nợ.,N1,TRÁI,13,728,サイ
31863,催,Thúc giục. Cao Bá Quát [高伯适] : Thanh Đàm thôi biệt duệ [清潭催別袂] (Thanh Trì phiếm chu nam hạ [清池汎舟南下]) Giục giã chia tay ở Thanh Đàm.,N1,THÔI,13,536,サイ | もようす もよおす
31864,再,"Hai,lại. Như tái tam [再三] luôn mãi,tái phạm [再犯] lại phạm lần nữa,tái tiếu [再醮] đàn bà lấy chồng lần thứ hai.",N2,TÁI,6,275,サ サイ | ふたたび
31865,剤,Dịch tễ,N1,TỄ,10,1151,ザイ スイ セイ | かる けずる
31866,冴,"be clear,serene,cold,skilful",N1,NGÀ,7,2341,コ ゴ | こおる さえる ひえる
31867,作,"Nhấc lên. Như chấn tác tinh thần [振作精神].##Làm,làm nên. Như phụ tác chi [父作之] cha làm nên.",N4,TÁC,7,103,サ サク | つくり -づくり つくる
31868,削,"Vót.##Đoạt hẳn. Như tước chức [削識] cách mất chức quan,tước địa [削地] triệt mất phần đất.##Cái tước (cái nạo). Đời xưa chưa có giấy,viết chữ vào thẻ tre,nhầm thì lấy cái nạo nạo đi,gọi là cái tước. Đức Khổng Tử làm kinh Xuân Thu,chỗ nào nên để thì viết,chỗ nào chữa thì nạo đi,vì thế nên chữa lại văn tự gọi là bút tước [筆削].##Mòn,người gầy bé đi gọi là sấu tước [瘦削]. Đặng Trần Côn [鄧陳琨] : Ngọc nhan tùy niên tước,Trượng phu do tha phương [玉顏隨年削,丈 夫 猶 他 方] (Chinh Phụ ngâm [征婦吟]) Mặt ngọc càng năm càng kém,Trượng phu còn ở phương xa. Đoàn Thị Điểm dịch thơ : Một năm một nhạt mùi son phấn,Trượng phu còn thơ thẩn miền khơi.",N1,TƯỚC,9,814,サク | けずる そぐ はつる
31869,匙,"Cái thìa.##Thược thi [鑰匙] cái chìa khóa.,THI",N1,,11,2520,シ | さじ
31870,冊,Một dạng của chữ [册].,N2,SÁCH,5,1313,サク サツ | ふみ
31871,刷,"Tẩy xạch.##Cái bàn chải. Nhà in dùng cái bàn chải,chải cho đẹp chữ,nên gọi sự in là ấn xoát [印刷]. Tục thường đọc là chữ loát. Như ấn loát phẩm [印刷品] giấy tờ sách báo đã in ra.",N2,"XOÁT, LOÁT",8,1352,サツ | -ずり する -ずり はく
